Date,Close,Volume,Open,High,Low
2019-11-22,40200.0,1041320.0,41500.0,41500.0,39800.0
2019-11-21,41200.0,611690.0,41500.0,41700.0,41150.0
2019-11-20,41550.0,246520.0,41900.0,41900.0,41250.0
2019-11-19,41650.0,676040.0,41300.0,41700.0,41100.0
2019-11-18,41300.0,958470.0,41800.0,42200.0,41250.0
2019-11-15,42000.0,627650.0,42650.0,42700.0,42000.0
2019-11-14,42500.0,811080.0,43000.0,43000.0,42100.0
2019-11-13,42900.0,1804440.0,42200.0,42900.0,42200.0
2019-11-12,42100.0,1499510.0,41400.0,42200.0,41300.0
2019-11-11,41300.0,724450.0,41250.0,41900.0,41100.0
2019-11-08,41300.0,729880.0,41800.0,42000.0,41200.0
2019-11-07,41600.0,1105060.0,41300.0,41800.0,40800.0
2019-11-06,42200.0,821030.0,42350.0,42700.0,42200.0
2019-11-05,42500.0,898400.0,42300.0,42500.0,42150.0
2019-11-04,42200.0,1744250.0,41100.0,42450.0,41100.0
2019-11-01,41000.0,1180640.0,40500.0,41100.0,40300.0
2019-10-31,40600.0,777680.0,40200.0,40700.0,40050.0
2019-10-30,40200.0,760410.0,40500.0,40800.0,40150.0
2019-10-29,40600.0,921380.0,40900.0,40900.0,40000.0
2019-10-28,40600.0,800080.0,41100.0,41200.0,40600.0
2019-10-25,40200.0,968.0,40000.0,40550.0,39800.0
2019-10-24,40300.0,513.0,40100.0,40500.0,39750.0
2019-10-23,40100.0,455.0,40000.0,40300.0,39850.0
2019-10-22,40000.0,566.0,39300.0,40000.0,39300.0
2019-10-21,39300.0,1.0,39700.0,40000.0,39300.0
2019-10-18,40100.0,1.0,40800.0,40800.0,40000.0
2019-10-17,40800.0,801.0,41350.0,41350.0,40800.0
2019-10-16,41150.0,650.0,41400.0,41650.0,41150.0
2019-10-15,41400.0,631.0,41000.0,41550.0,41000.0
2019-10-14,41150.0,1.0,41000.0,41950.0,40850.0
2019-10-11,40800.0,552.0,41000.0,41200.0,40700.0
2019-10-10,41000.0,1.0,41250.0,41700.0,41000.0
2019-10-09,41250.0,1.0,41100.0,41800.0,40800.0
2019-10-08,41100.0,650.0,40400.0,41100.0,40100.0
2019-10-07,40400.0,807.0,40900.0,40900.0,40000.0
2019-10-04,40500.0,884.0,41300.0,41650.0,40500.0
2019-10-03,41250.0,1.0,39800.0,41250.0,39750.0
2019-10-02,40200.0,1.0,40000.0,40800.0,39950.0
2019-10-01,40000.0,862.0,39400.0,40000.0,39400.0
2019-09-30,39400.0,1.0,40200.0,40650.0,39400.0
