Date,Close,Volume,Open,High,Low
2019-11-22,22100.0,5765620.0,22200.0,22350.0,22000.0
2019-11-21,22000.0,7500750.0,22300.0,22350.0,22000.0
2019-11-20,22400.0,6959150.0,22800.0,22800.0,22250.0
2019-11-19,22800.0,4169110.0,22950.0,22950.0,22700.0
2019-11-18,22900.0,3835760.0,22700.0,23000.0,22700.0
2019-11-15,22650.0,3431350.0,22650.0,22800.0,22550.0
2019-11-14,22650.0,5526590.0,22650.0,22850.0,22500.0
2019-11-13,22650.0,6513310.0,23100.0,23150.0,22650.0
2019-11-12,23000.0,6553550.0,22750.0,23100.0,22550.0
2019-11-11,22800.0,8000180.0,22600.0,23100.0,22600.0
2019-11-08,22700.0,5281950.0,22700.0,22800.0,22500.0
2019-11-07,22700.0,13242680.0,22150.0,22750.0,22100.0
2019-11-06,22000.0,4525660.0,22000.0,22150.0,21950.0
2019-11-05,21900.0,5517760.0,21800.0,22150.0,21750.0
2019-11-04,21750.0,6038610.0,22100.0,22200.0,21700.0
2019-11-01,21900.0,4059500.0,21900.0,22100.0,21800.0
2019-10-31,21800.0,5768030.0,22000.0,22050.0,21700.0
2019-10-30,22000.0,3066190.0,22250.0,22250.0,22000.0
2019-10-29,22200.0,5344070.0,22200.0,22450.0,22100.0
2019-10-28,22200.0,7281100.0,21800.0,22300.0,21650.0
2019-10-25,21800.0,2.0,22000.0,22000.0,21750.0
2019-10-24,22000.0,5.0,21900.0,22100.0,21850.0
2019-10-23,21850.0,6.0,21600.0,22100.0,21600.0
2019-10-22,21600.0,4.0,21200.0,21650.0,21200.0
2019-10-21,21200.0,3.0,21400.0,21450.0,21200.0
2019-10-18,21400.0,2.0,21550.0,21550.0,21300.0
2019-10-17,21400.0,4.0,21300.0,21650.0,21300.0
2019-10-16,21300.0,2.0,21400.0,21500.0,21300.0
2019-10-15,21350.0,3.0,21500.0,21700.0,21350.0
2019-10-14,21450.0,2.0,21700.0,21700.0,21450.0
2019-10-11,21500.0,4.0,21600.0,21700.0,21400.0
2019-10-10,21500.0,3.0,21900.0,22100.0,21500.0
2019-10-09,21900.0,3.0,21900.0,21900.0,21700.0
2019-10-08,21900.0,3.0,21400.0,21900.0,21250.0
2019-10-07,21300.0,3.0,21350.0,21500.0,21200.0
2019-10-04,21350.0,4.0,21600.0,21700.0,21300.0
2019-10-03,21550.0,4.0,21700.0,21700.0,21450.0
2019-10-02,21750.0,4.0,22000.0,22050.0,21700.0
2019-10-01,21900.0,4.0,21950.0,22200.0,21850.0
2019-09-30,21950.0,3.0,22200.0,22250.0,21950.0
2019-09-27,22150.0,3189980.0,22250.0,22450.0,22150.0
2019-09-26,22250.0,3332860.0,22000.0,22250.0,21700.0
2019-09-25,21900.0,3962320.0,22100.0,22100.0,21750.0
2019-09-24,22150.0,1984900.0,21950.0,22150.0,21850.0
2019-09-23,22000.0,5357440.0,22600.0,22600.0,22000.0
2019-09-20,22650.0,5099340.0,22950.0,22950.0,22550.0
2019-09-19,22950.0,3407530.0,23000.0,23050.0,22700.0
2019-09-18,23000.0,6151170.0,22700.0,23050.0,22600.0
2019-09-17,22700.0,3597090.0,22650.0,22700.0,22400.0
2019-09-16,22650.0,5400470.0,22500.0,22650.0,22250.0
2019-09-13,22600.0,4664730.0,22500.0,22650.0,22400.0
2019-09-12,22550.0,5565420.0,22150.0,22600.0,22150.0
2019-09-11,22050.0,4701010.0,21300.0,22050.0,21250.0
2019-09-10,21300.0,3449940.0,21200.0,21350.0,21100.0
2019-09-09,21200.0,3551180.0,21800.0,21550.0,21200.0
2019-09-06,21400.0,4205690.0,21800.0,21900.0,21400.0
2019-09-05,21700.0,2479020.0,21650.0,21950.0,21600.0
2019-09-04,21600.0,5849460.0,22200.0,21800.0,21500.0
2019-09-03,21650.0,5373060.0,22200.0,22300.0,21650.0
2019-08-30,22200.0,3329430.0,22150.0,22450.0,22050.0
2019-08-29,22150.0,4942140.0,22250.0,22250.0,22000.0
2019-08-28,22250.0,4335410.0,22400.0,22500.0,22100.0
2019-08-27,22400.0,8995460.0,23000.0,23050.0,22400.0
2019-08-26,22800.0,5677560.0,23100.0,23150.0,22700.0
2019-08-23,23400.0,5386570.0,23250.0,23450.0,23100.0
2019-08-22,23050.0,3314500.0,23300.0,23350.0,23000.0
2019-08-21,23200.0,4819580.0,22900.0,23250.0,22800.0
2019-08-20,22900.0,4790700.0,23050.0,23300.0,22750.0
2019-08-19,23050.0,2540900.0,23000.0,23300.0,22950.0
2019-08-16,23050.0,8856190.0,23250.0,23350.0,22900.0
2019-08-15,23250.0,6880640.0,23000.0,23250.0,22800.0
2019-08-14,23450.0,3871400.0,23800.0,23800.0,23400.0
2019-08-13,23450.0,6419220.0,23300.0,23900.0,23300.0
2019-08-12,23600.0,8127360.0,23100.0,23850.0,23100.0
2019-08-09,23100.0,3683200.0,23400.0,23500.0,23000.0
2019-08-08,23300.0,11123430.0,22150.0,23300.0,22150.0
2019-08-07,22100.0,3485020.0,21550.0,22150.0,21800.0
2019-08-06,21750.0,5651180.0,21550.0,22000.0,21550.0
2019-08-05,22150.0,6163970.0,22350.0,22500.0,22000.0
2019-08-02,22450.0,7142250.0,22200.0,22550.0,22100.0
2019-08-01,22600.0,5949030.0,22500.0,22750.0,22250.0
2019-07-31,22550.0,6538340.0,21400.0,22550.0,21300.0
2019-07-30,21500.0,6111110.0,22100.0,22200.0,21500.0
2019-07-29,22100.0,6954310.0,22550.0,22550.0,21750.0
2019-07-26,22550.0,9789570.0,22600.0,23050.0,22450.0
2019-07-25,22400.0,9473450.0,21500.0,22400.0,21500.0
2019-07-24,21550.0,3697610.0,21700.0,21800.0,21400.0
2019-07-23,21700.0,9013000.0,20800.0,21750.0,20800.0
2019-07-22,20750.0,6886080.0,20600.0,21200.0,20300.0
2019-07-19,20600.0,11182000.0,21000.0,21200.0,20400.0
2019-07-18,20950.0,8482000.0,21350.0,21400.0,20850.0
2019-07-17,21350.0,5461170.0,21650.0,21650.0,21300.0
2019-07-16,21600.0,3475800.0,21600.0,21650.0,21450.0
2019-07-15,21450.0,3902390.0,21700.0,22000.0,21450.0
2019-07-12,21900.0,3366890.0,21700.0,22000.0,21650.0
2019-07-11,21550.0,3104040.0,21400.0,21650.0,21400.0
2019-07-10,21350.0,3745990.0,21400.0,21750.0,21300.0
2019-07-09,21350.0,6316400.0,21800.0,21950.0,21350.0
2019-07-08,21750.0,7429100.0,22200.0,22300.0,21700.0
2019-07-05,22300.0,3066930.0,22300.0,22450.0,22150.0
2019-07-04,22300.0,5056190.0,22600.0,22500.0,22000.0
2019-07-03,22150.0,6315440.0,22600.0,22650.0,22100.0
2019-07-02,22600.0,4776600.0,22600.0,23000.0,22550.0
2019-07-01,23000.0,3836540.0,23000.0,23300.0,22800.0
2019-06-28,23500.0,3923340.0,23500.0,23500.0,22450.0
2019-06-27,22550.0,3756880.0,22550.0,22950.0,22550.0
2019-06-26,22900.0,1906040.0,23050.0,23250.0,22900.0
